,convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
11807,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,,2013-07,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11808,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-08,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11810,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-07,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11811,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2015-03,2013-07,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11812,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2014-05,2013-08,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11815,Beca Especial para el Adolescente 2013-01,LIMA,0,RESOLUCION JEFATURAL,2014-09,2013-08,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11819,Beca 18 Huallaga 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-07,2014-01,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11820,Beca 18 Albergue 2014-01,LIMA,0,RESOLUCION JEFATURAL,2014-11,2014-02,Instituto de Educación Superior Tecnológico,CHIO LECCA,SEDE LIMA,DISEÃ‘O Y GESTION DE MODAS,FEMENINO
11821,Beca Doble Oportunidad 2015,PUNO,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,SOLDADOR ESTRUCTURAL,FEMENINO
11822,Beca 18 FFAA 2014-01,PUNO,0,RESOLUCION JEFATURAL,2014-08,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,MECANICO DE MANTENIMIENTO,FEMENINO
11823,Beca 18 FFAA 2014-01,PUNO,0,RESOLUCION JEFATURAL,,2013-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,MECANICO DE MANTENIMIENTO,FEMENINO
11825,Beca Doble Oportunidad 2015,PUNO,0,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,SOLDADOR ESTRUCTURAL,FEMENINO
11827,Beca 18 Modalidad Ordinaria 2014,PUNO,0,RESOLUCION JEFATURAL,2014-09,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,MECATRONICA AUTOMOTRIZ,FEMENINO
11828,Beca 18 Modalidad Ordinaria 2014,PUNO,1,RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE JULIACA,MECATRONICA AUTOMOTRIZ,FEMENINO
11830,Beca Doble Oportunidad 2015,JUNIN,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE LA OROYA,CONFECCIONISTA DE PRENDAS DE VESTIR,FEMENINO
11831,Beca 18 Ordinaria 2015,PIURA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE TALARA,DESARROLLO DE SOFTWARE,FEMENINO
11833,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE LA OROYA,MECANICO AUTOMOTRIZ,FEMENINO
11834,Beca 18 Ordinaria 2015,MOQUEGUA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE ILO,ADMINISTRACION INDUSTRIAL,FEMENINO
11836,Beca 18 Modalidad Ordinaria 2014,MOQUEGUA,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE ILO,ELECTRICISTA INDUSTRIAL,FEMENINO
11837,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE SURQUILLO,TECNOLOGIAS AMBIENTALES,FEMENINO
11838,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,JUNIN,1,RESOLUCION JEFATURAL,,2014-10,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,ELABORACION DE PANES Y PANETONES,FEMENINO
11840,Beca 18 Modalidad Ordinaria 2013,JUNIN,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,MECANICO ELECTRICISTA DE MANTENIMIENTO,FEMENINO
11842,Beca Doble Oportunidad 2015,JUNIN,0,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE LA OROYA,CONFECCIONISTA DE PRENDAS DE VESTIR,FEMENINO
11846,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,JUNIN,1,RESOLUCION JEFATURAL,,2014-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,ELABORACION DE PANES Y PANETONES,FEMENINO
11853,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,JUNIN,0,RESOLUCION JEFATURAL,2015-08,2014-10,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,MANEJO DE GRANJA DE CUYES,FEMENINO
11855,Beca Doble Oportunidad 2015,ICA,1,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE CHINCHA,CONFECCIONISTA DE PRENDAS DE VESTIR,FEMENINO
11882,Beca 18 FFAA 2014-01,JUNIN,0,,,2013-12,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,MECANICO DE MAQUINARIA PESADA,FEMENINO
11883,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,JUNIN,0,RESOLUCION JEFATURAL,2015-08,2014-11,Instituto de Educación Superior Tecnológico,SENATI,SEDE MAZAMARI,PROCESAMIENTO DE FRUTAS,FEMENINO
11892,Beca Doble Oportunidad 2015,ICA,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CHINCHA,CONFECCIONISTA DE PRENDAS DE VESTIR,FEMENINO
11894,Beca Doble Oportunidad 2015,ICA,1,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE CHINCHA,CONFECCIONISTA DE PRENDAS DE VESTIR,FEMENINO
11898,Beca 18 Modalidad Ordinaria 2014,ICA,0,RESOLUCION JEFATURAL,2015-02,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE CHINCHA,MECANICO DE MANTENIMIENTO,FEMENINO
11899,Beca Doble Oportunidad 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11900,Beca 18 FFAA 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE AUTOMOTORES DIESEL,FEMENINO
11902,Beca Doble Oportunidad 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11903,Beca 18 Ordinaria 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11909,Beca 18 Ordinaria 2015,ANCASH,0,,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE MANTENIMIENTO,FEMENINO
11912,Beca 18 Ordinaria 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO AUTOMOTRIZ,FEMENINO
11914,Beca 18 Ordinaria 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE MANTENIMIENTO,FEMENINO
11916,Beca 18 Ordinaria 2015,ANCASH,0,,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11922,Beca 18 Ordinaria 2015,ANCASH,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11925,Beca 18 Ordinaria 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE AUTOMOTORES DIESEL,FEMENINO
11928,Beca 18 Albergue 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11929,Beca 18 Modalidad Ordinaria 2014,ANCASH,0,,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11930,Beca 18 Modalidad Ordinaria 2014,ANCASH,0,RESOLUCION JEFATURAL,2014-11,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11932,Beca 18 Modalidad Ordinaria 2014,ANCASH,1,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE MANTENIMIENTO,FEMENINO
11935,Beca 18 Albergue 2014-01,ANCASH,0,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE AUTOMOTORES DIESEL,FEMENINO
11936,Beca 18 Modalidad Ordinaria 2013,ANCASH,0,RESOLUCION JEFATURAL,2014-04,2013-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE HUARAZ (CFP Huaraz),MECANICO DE MANTENIMIENTO,FEMENINO
11937,Beca 18 Ordinaria 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11942,Beca 18 Albergue 2014-01,ANCASH,1,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11943,Beca Doble Oportunidad 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11944,Beca Doble Oportunidad 2015,ANCASH,0,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,FEMENINO
11946,Beca 18 Modalidad Ordinaria 2014,ANCASH,0,RESOLUCION JEFATURAL,2015-02,2014-01,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),ASEGURAMIENTO DE CALIDAD DE PRODUCTOS HIDROBIOLOGICOS,FEMENINO
11947,Beca 18 Modalidad Ordinaria 2014,ANCASH,0,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,SENATI,SEDE NUEVO CHIMBOTE (CFP Chimbote),ASEGURAMIENTO DE CALIDAD DE PRODUCTOS HIDROBIOLOGICOS,FEMENINO
11948,Beca 18 Modalidad Ordinaria 2013,LA LIBERTAD,1,RESOLUCION JEFATURAL,,2013-03,Universidad,NACIONAL DE TRUJILLO,SEDE SANTIAGO DE CHUCO,AGRONOMIA,FEMENINO
11951,Beca 18 Modalidad Ordinaria 2013,LA LIBERTAD,0,RESOLUCION JEFATURAL,,2013-03,Universidad,NACIONAL DE TRUJILLO,SEDE SANTIAGO DE CHUCO,INGENIERIA AMBIENTAL,FEMENINO
11952,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11954,Beca 18 Modalidad Ordinaria 2013,HUANCAVELICA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,NACIONAL DE HUANCAVELICA,SEDE PAMPAS,INGENIERIA DE SISTEMAS,FEMENINO
11955,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
11957,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
11958,Beca 18 CNA 2015,AMAZONAS,0,,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
11960,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
11961,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
11968,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA MECANICA,FEMENINO
11969,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11970,Beca 18 CNA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,CONTABILIDAD Y FINANZAS,FEMENINO
11974,Beca 18 Ordinaria 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11975,Beca 18 FFAA 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11976,Beca 18 Ordinaria 2015,AMAZONAS,0,,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA MECANICA,FEMENINO
11977,Beca 18 Ordinaria 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
11979,Beca 18 Ordinaria 2015,AMAZONAS,0,RESOLUCION JEFATURAL,,2015-01,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
11989,Beca 18 Modalidad Ordinaria 2014,AMAZONAS,0,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11995,Beca 18 Modalidad Ordinaria 2014,AMAZONAS,0,RESOLUCION JEFATURAL,2014-11,2013-12,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11996,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,1,RESOLUCION JEFATURAL,,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
11998,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,1,RESOLUCION JEFATURAL,,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
12002,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,RESOLUCION JEFATURAL,,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
12003,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,RESOLUCION JEFATURAL,,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
12004,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
12006,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
12007,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,,,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
12009,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,AMAZONAS,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,ENFERMERIA,FEMENINO
12011,Beca 18 Modalidad Ordinaria 2013,AMAZONAS,1,RESOLUCION JEFATURAL,2014-09,2013-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
12012,Beca 18 Modalidad Ordinaria 2013,AMAZONAS,1,RESOLUCION JEFATURAL,2014-04,2013-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
12014,Beca 18 Modalidad Ordinaria 2013,AMAZONAS,0,RESOLUCION JEFATURAL,2014-11,2013-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
12015,Beca 18 Modalidad Ordinaria 2013,AMAZONAS,0,RESOLUCION JEFATURAL,,2013-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA AGRONOMICA,FEMENINO
12016,Beca 18 Modalidad Ordinaria 2013,AMAZONAS,0,RESOLUCION JEFATURAL,2014-01,2013-02,Universidad,POLITECNICA AMAZONICA,SEDE BAGUA GRANDE,INGENIERIA DE SISTEMAS Y TELEMATICA,FEMENINO
12020,Beca Especial Reparaciones en EducaciÃ³n 2014-01,HUANUCO,1,RESOLUCION JEFATURAL,,2014-02,Universidad,NACIONAL AGRARIA DE LA SELVA,SEDE TINGO MARIA,AGRONOMIA,FEMENINO
12021,Beca Especial Reparaciones en EducaciÃ³n 2014-01,HUANUCO,1,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,NACIONAL AGRARIA DE LA SELVA,SEDE TINGO MARIA,INGENIERIA FORESTAL,FEMENINO
12022,Beca 18 Modalidad Ordinaria 2014,HUANUCO,1,RESOLUCION JEFATURAL,,2014-03,Universidad,NACIONAL AGRARIA DE LA SELVA,SEDE TINGO MARIA,ZOOTECNIA,FEMENINO
12024,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ECONOMIA Y NEGOCIOS INTERNACIONALES,FEMENINO
12025,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12026,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12029,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12031,Beca Excelencia AcadÃ©mica 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ADMINISTRACION Y FINANZAS,FEMENINO
12032,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ECONOMIA Y NEGOCIOS INTERNACIONALES,FEMENINO
12034,Beca 18 Albergue 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12035,Beca 18 Albergue 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,PSICOLOGIA ORGANIZACIONAL,FEMENINO
12038,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,PSICOLOGIA ORGANIZACIONAL,FEMENINO
12042,Beca Excelencia AcadÃ©mica 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ECONOMIA Y NEGOCIOS INTERNACIONALES,FEMENINO
12043,Beca Excelencia AcadÃ©mica 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ADMINISTRACION Y MARKETING,FEMENINO
12044,Beca Excelencia AcadÃ©mica 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12045,Beca Excelencia AcadÃ©mica 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12047,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA DE TECNOLOGIAS DE INFORMACION Y SISTEMAS,FEMENINO
12048,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12049,Beca 18 Modalidad Ordinaria 2014,LIMA,1,,,2014-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA DE TECNOLOGIAS DE INFORMACION Y SISTEMAS,FEMENINO
12050,Beca Excelencia AcadÃ©mica 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ADMINISTRACION Y FINANZAS,FEMENINO
12051,Beca Excelencia AcadÃ©mica 2014-01,LIMA,0,,,2014-10,Universidad,ESAN,SEDE SANTIAGO DE SURCO,ADMINISTRACION Y FINANZAS,FEMENINO
12052,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12053,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12054,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12055,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA DE TECNOLOGIAS DE INFORMACION Y SISTEMAS,FEMENINO
12057,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12058,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12059,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA DE TECNOLOGIAS DE INFORMACION Y SISTEMAS,FEMENINO
12060,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12061,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12062,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA EN GESTION AMBIENTAL,FEMENINO
12063,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,PSICOLOGIA,FEMENINO
12064,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
