convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-07,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-07,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-10,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-10,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-10,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-10,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2015-02,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2015-03,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2014-01,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2013-11,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,2014-08,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca Especial para el Adolescente 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2013-08,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca Especial para el Adolescente 2013-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2014-10,2013-08,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Albergue 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,2014-05,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,2015-03,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2014,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2014-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Albergue 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 VRAEM 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Ordinaria 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,TELEMATICA,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 FFAA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-01,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que renunciaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que desaprobaron,RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 CNA 2015,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2015-02,Instituto de EducaciÃ³n Superior TecnolÃ³gico,IBEROTEC,SEDE LINCE,SISTEMAS DE TELECOMUNICACIONES,MASCULINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INDUSTRIAL Y COMERCIAL,MASCULINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA INFORMATICA Y DE SISTEMAS,MASCULINO
Beca 18 Modalidad Ordinaria 2013,LIMA,Becarios que abandonaron los estudios (No recibieron subvencion),RESOLUCION JEFATURAL,,2013-02,Universidad,SAN IGNACIO DE LOYOLA,SEDE LIMA,INGENIERIA CIVIL,MASCULINO
